name,type,data,command,depend,seed,path,time,size,bytes,format,repository,iteration,parent,children,seconds,warnings,error
smetadata_all,stem,387d430680b2a6a0,007937b907f942cd,4fe3d40e8162abdf,-1545489823,,2025-09-17T06:42:33Z,2b79d085c08d4d40,9997,rds,local,vector,NA,,0.072,NA,NA
data_mrnaseq,stem,a8082e3c958798e0,73923c8650df3b23,2a50d059a365364e,878759450,,2025-09-17T06:42:34Z,067e77cc9dcaba82,13967096,rds,local,vector,NA,,0.557,NA,NA
data_aa,stem,801d2bec0c3019a4,1429ec9d70206f73,0f40ceb46680445b,869885505,,2025-09-17T06:42:34Z,ed488b3ea53b7d73,39690,rds,local,vector,NA,,0.101,NA,NA
set_mirnaseq,stem,0550eb4db0678d9a,1109bda60b497939,709eb5e8a55ac87c,1812393120,,2025-09-17T06:42:35Z,325bcd882e354adf,1505316,rds,local,vector,NA,,0.105,"36 samples in samples metadata not in dataset, will be removed from metadata.",NA
set_emseq,stem,5b78d1c5f693ce81,f19dfcf53c58a138,3204abdf1a5713de,1389984179,,2025-09-17T06:42:41Z,77e8c753bfe45fbf,93203988,rds,local,vector,NA,,1.001,"8 samples in samples metadata not in dataset, will be removed from metadata.",NA
set_lipido_neg,stem,1621c99c152c0f8d,771b54fcb3dbe0b3,d88a31a9519639d4,2047840646,,2025-09-17T06:42:41Z,a5619110c5a1ccbf,176714,rds,local,vector,NA,,0.041,NA,NA
set_acylca,stem,1f33f4a6145f4fcd,9a2d20afe9f1e517,30547918fbf11141,-1732026534,,2025-09-17T06:42:41Z,4875d3b1a4a66417,28571,rds,local,vector,NA,,0.039,NA,NA
set_proteo,stem,0f8e98ecdb888e17,4d6864fd01f5a994,017b515b383d3002,362719461,,2025-09-17T06:42:42Z,d4f5c333ee115d50,1361287,rds,local,vector,NA,,0.034,NA,NA
set_lipido_pos,stem,06515556e81540cb,4b74630c5556ea03,58bc5379e31915e0,1115077581,,2025-09-17T06:42:42Z,e9648ebc1c627769,209392,rds,local,vector,NA,,0.033,NA,NA
set_mrnaseq,stem,b4f297ceead18e6e,f4c8ce5583de2727,ccdb211b0b924ae8,-1096504643,,2025-09-17T06:42:43Z,b79987772d6417f2,14096651,rds,local,vector,NA,,0.074,"35 samples in samples metadata not in dataset, will be removed from metadata.",NA
set_aa,stem,f4ccb1c8d25fcf16,345da0d2b340381d,57e90b43ac4e05b0,955617130,,2025-09-17T06:42:43Z,fa1b57ff780e6f3f,53519,rds,local,vector,NA,,0.031,NA,NA
mo_set,stem,15683476f7a9db38,d87e93a207296506,45fe8be8d2db5654,-887166839,,2025-09-17T06:43:06Z,17e2f30e8f983018,184915747,rds,local,vector,NA,,0.865,NA,NA
density_plot,stem,6b48ea788be0facd,699bb893c201d8dc,2df703b77057ecb0,2113065254,,2025-09-17T06:44:58Z,4dce22feb8fc931f,714205973,rds,local,vector,NA,,15.335,NA,NA
transformations_runs_list_b7889b0adf311731,branch,280710f917024d67,cbe8b6309ca720a0,2df703b77057ecb0,-1145628591,,2025-09-17T06:45:03Z,42e43fdc59a0980e,496626,rds,local,list,transformations_runs_list,,2.209,NA,NA
transformations_runs_list_acd193a61557ad59,branch,f107e0778a83d22e,cbe8b6309ca720a0,2df703b77057ecb0,-460616317,,2025-09-17T06:45:04Z,d53c8f664657457a,595105,rds,local,list,transformations_runs_list,,0.051,NA,NA
transformations_runs_list_0bc2ecb1bc61f406,branch,497715c8757a94fc,cbe8b6309ca720a0,2df703b77057ecb0,-317982023,,2025-09-17T06:45:05Z,982977ad82c6e7b5,4214823,rds,local,list,transformations_runs_list,,1.214,NA,NA
transformations_runs_list,pattern,2b24336c6c146b88,cbe8b6309ca720a0,NA,3947993,,NA,NA,5306554,rds,local,list,NA,,3.474,NA,NA
mo_set_transformed,stem,d987214be28aba08,a1120d0e2f7b5f69,14ba3bc397c371da,-116996292,,2025-09-17T06:45:29Z,aa24962389d0bcaf,193505605,rds,local,vector,NA,,0.246,NA,NA
density_plot_transformed,stem,3385c0ccecabe53f,ad4ce7b8ea3ea54e,6cd2f321cdc2d943,225199550,,2025-09-17T06:47:15Z,a645dbcefd828846,723195159,rds,local,vector,NA,,8.21,NA,NA
dataset_names_pca,stem,c7df502130dce061,5b63ddbad2aea073,6cd2f321cdc2d943,814327623,,2025-09-17T06:47:18Z,0f26fa93438a7837,141,rds,local,vector,NA,,0,NA,NA
pca_mats_list_304c475bb432b3c8,branch,d784e973b4afe6a0,000fe7337ed2dea6,6cd2f321cdc2d943,1172071889,,2025-09-17T06:47:19Z,fe377b7f3cd5ecfe,1415180,rds,local,list,pca_mats_list,,0.001,NA,NA
pca_mats_list_b2ebf50d07f9f2a0,branch,56b93a4f0c0d7e41,000fe7337ed2dea6,6cd2f321cdc2d943,2093950011,,2025-09-17T06:47:19Z,5923642442d5f989,13967162,rds,local,list,pca_mats_list,,0.001,NA,NA
pca_mats_list_da8c4ca00d57f7a2,branch,5b74507efe6ee680,000fe7337ed2dea6,6cd2f321cdc2d943,391395435,,2025-09-17T06:47:19Z,4ef2956e51766210,1364564,rds,local,list,pca_mats_list,,0.001,NA,NA
pca_mats_list_117e8b6f8b1eddea,branch,af5fbaa680efa159,000fe7337ed2dea6,6cd2f321cdc2d943,-984886925,,2025-09-17T06:47:25Z,da4fa0330af02c7f,91412143,rds,local,list,pca_mats_list,,0.001,NA,NA
pca_mats_list_2000fd66822e6080,branch,ddfb24ff87c73212,000fe7337ed2dea6,6cd2f321cdc2d943,14617857,,2025-09-17T06:47:26Z,c5795838f71002e3,161411,rds,local,list,pca_mats_list,,0.001,NA,NA
pca_mats_list_3fb7943e4424661e,branch,0e445ac0460ce67c,000fe7337ed2dea6,6cd2f321cdc2d943,-929889680,,2025-09-17T06:47:26Z,6bc75590e9b37cbf,192591,rds,local,list,pca_mats_list,,0.001,NA,NA
pca_mats_list_e35772d7328c8731,branch,83365cbd6b234ce6,000fe7337ed2dea6,6cd2f321cdc2d943,1496354054,,2025-09-17T06:47:26Z,20b169ac4677bc57,14929,rds,local,list,pca_mats_list,,0.001,NA,NA
pca_mats_list_88e882ffcef43257,branch,c8c4dcc55f4f6449,000fe7337ed2dea6,6cd2f321cdc2d943,-199549358,,2025-09-17T06:47:26Z,3a99ddaa6a43c5a2,39724,rds,local,list,pca_mats_list,,0.001,NA,NA
pca_mats_list,pattern,5c3c9d64d1ab9dd5,000fe7337ed2dea6,NA,931920226,,NA,NA,108567704,rds,local,list,NA,,0.008,NA,NA
pca_runs_list_7e08652c4e26f271,branch,422cf21bae97efa1,bcea09e599b1237f,48ab7ede4a90755d,-1626825990,,2025-09-17T06:47:27Z,b325a2b4974b3f54,1391764,rds,local,list,pca_runs_list,,1.024,NA,NA
pca_runs_list_4f47d739d3e5854f,branch,ad33d4d4562f6b7a,bcea09e599b1237f,55dbcf44d33d78fa,-1538436323,,2025-09-17T06:47:29Z,86d6ea44dfea7bec,15743415,rds,local,list,pca_runs_list,,1.346,NA,NA
pca_runs_list_f1c9d03c907ff3d4,branch,528756bb137cba15,bcea09e599b1237f,218a897037dcb98d,1972388535,,2025-09-17T06:47:29Z,76108a42f25ef6f7,1509571,rds,local,list,pca_runs_list,,0.15,NA,NA
pca_runs_list_0ce7fc9e3a78bd26,branch,93b0375d617a2fa6,bcea09e599b1237f,5caa6f7741001fa9,2038409962,,2025-09-17T06:47:48Z,1db7f2b2c55bf9ea,74977116,rds,local,list,pca_runs_list,,13.917,NA,NA
pca_runs_list_1c3f25aef46139cd,branch,ccc5b0f7f3d6fd32,bcea09e599b1237f,af1d36c69ffbf0f5,-972936114,,2025-09-17T06:47:48Z,e7d771a332f2be79,187988,rds,local,list,pca_runs_list,,0.024,NA,NA
pca_runs_list_478e7e977d808886,branch,4a526676d2bd2638,bcea09e599b1237f,bcedb3e4e5588b4f,1793801600,,2025-09-17T06:47:48Z,363ec4190df6d16a,222035,rds,local,list,pca_runs_list,,0.027,NA,NA
pca_runs_list_e18b99ab0e22f440,branch,68f1d3a3f2c520fd,bcea09e599b1237f,52227dcafe2741f5,570368755,,2025-09-17T06:47:48Z,4ad2eab100e8475f,27940,rds,local,list,pca_runs_list,,0.008,NA,NA
pca_runs_list_325e8e6e8037ccd6,branch,126b27bc0ab15605,bcea09e599b1237f,5fe2f20f3e6e3d96,188023062,,2025-09-17T06:47:48Z,26285e36d2666ad2,54048,rds,local,list,pca_runs_list,,0.009,NA,NA
pca_runs_list,pattern,2b2510610e3daae2,bcea09e599b1237f,NA,-2115717443,,NA,NA,94113877,rds,local,list,NA,,16.505,NA,NA
mo_set_complete,stem,d987214be28aba08,0af3f3a1de27b8df,d83492c2480d6dac,-1758091986,,2025-09-17T06:48:13Z,aa24962389d0bcaf,193505605,rds,local,vector,NA,,0.574,NA,NA
individual_splsda_input_cd835eba273d8558,branch,7f3b986c7a6092d9,a7a4be3735f7e36c,96e92fbd651c4599,-1897578730,,2025-09-17T06:48:18Z,47ba71ac34ddceb0,65169915,rds,local,list,individual_splsda_input,,1.134,NA,NA
individual_splsda_input_8b0bf2518011effe,branch,5ef1f47d751a6d44,a7a4be3735f7e36c,96e92fbd651c4599,-81040090,,2025-09-17T06:48:18Z,3c38ca74d6cf95b6,1365871,rds,local,list,individual_splsda_input,,0.04,NA,NA
individual_splsda_input_3b6bda7f551a7bc6,branch,cb19f936f9b57357,a7a4be3735f7e36c,96e92fbd651c4599,-604939164,,2025-09-17T06:48:18Z,20c5bf9064b4d2de,1146070,rds,local,list,individual_splsda_input,,0.062,NA,NA
individual_splsda_input_55fe0c08878d6bf8,branch,0974df997fdb4dce,a7a4be3735f7e36c,96e92fbd651c4599,1631371447,,2025-09-17T06:48:19Z,38a5e28784562571,13965897,rds,local,list,individual_splsda_input,,0.216,NA,NA
individual_splsda_input,pattern,368a528dbcc4630d,a7a4be3735f7e36c,NA,1319484448,,NA,NA,81647753,rds,local,list,NA,,1.452,NA,NA
mad_mat_b6740ba16bd70709,branch,af5fbaa680efa159,7ca12cfa9304003b,96e92fbd651c4599,682342270,,2025-09-17T06:48:24Z,da4fa0330af02c7f,91412143,rds,local,list,mad_mat,,0.001,NA,NA
mad_mat_0e3c5e320ff185c2,branch,5b74507efe6ee680,7ca12cfa9304003b,96e92fbd651c4599,-1690386191,,2025-09-17T06:48:24Z,4ef2956e51766210,1364564,rds,local,list,mad_mat,,0.002,NA,NA
mad_mat_1bfe05367ecf6a2b,branch,d784e973b4afe6a0,7ca12cfa9304003b,96e92fbd651c4599,42867213,,2025-09-17T06:48:24Z,fe377b7f3cd5ecfe,1415180,rds,local,list,mad_mat,,0.001,NA,NA
mad_mat_a33929581d52f28b,branch,56b93a4f0c0d7e41,7ca12cfa9304003b,96e92fbd651c4599,-367485551,,2025-09-17T06:48:25Z,5923642442d5f989,13967162,rds,local,list,mad_mat,,0.001,NA,NA
mad_mat,pattern,845d5aa433407a00,7ca12cfa9304003b,NA,808428439,,NA,NA,108159049,rds,local,list,NA,,0.005,NA,NA
individual_splsda_perf_5b300dc73a5d4068,branch,0740615956dd666d,4734e11d00d2c127,f2eb260ef4d0b9c0,-1875532557,,2025-09-17T07:03:30Z,34f0667d0e15d73d,190362,rds,local,list,individual_splsda_perf,,905.129,NA,NA
individual_splsda_perf_5a943496fca18856,branch,d5d83f193b1deabc,4734e11d00d2c127,f6d288479e0e6239,883526150,,2025-09-17T07:03:58Z,768171821721b286,206078,rds,local,list,individual_splsda_perf,,27.735,NA,NA
individual_splsda_perf_4a395f914745e7b6,branch,76743582e6c27e85,4734e11d00d2c127,7adac3998c43de23,-78645614,,2025-09-17T07:04:25Z,9fea5d6162466678,153241,rds,local,list,individual_splsda_perf,,27.025,NA,NA
individual_splsda_perf_b212dc5d66bbaefc,branch,dcba9863753204e0,4734e11d00d2c127,31759043a88ead4d,-1758605796,,2025-09-17T07:06:44Z,e2826c4763f6e076,154660,rds,local,list,individual_splsda_perf,,138.426,NA,NA
individual_splsda_perf,pattern,f42f590c2fc57389,4734e11d00d2c127,NA,867058813,,NA,NA,704341,rds,local,list,NA,,1098.315,NA,NA
individual_mad_values_f990ffd084bb3565,branch,ccc77379a30eff65,e73bf143ed21d95a,e910c30b1e99800e,-849987204,,2025-09-17T07:07:12Z,97b942533f8ac254,1293511,rds,local,list,individual_mad_values,,27.856,NA,NA
individual_mad_values_423fdb2019d4c890,branch,9823943537a19780,e73bf143ed21d95a,ea755b5ec4a07deb,-1390937071,,2025-09-17T07:07:13Z,11cbf8e905cd605b,22223,rds,local,list,individual_mad_values,,1.094,NA,NA
individual_mad_values_31ab142532aaaa94,branch,ec15f7b40c3fad88,e73bf143ed21d95a,2e0a2ce9e5b52d2f,479089605,,2025-09-17T07:07:13Z,0e2bd4c7265f494c,62513,rds,local,list,individual_mad_values,,0.332,NA,NA
individual_mad_values_3c687970daf96f13,branch,a3279d0dc473a76c,e73bf143ed21d95a,e0ff2648aba785af,745296021,,2025-09-17T07:07:19Z,b4f9765b048b4b87,289790,rds,local,list,individual_mad_values,,5.968,NA,NA
individual_mad_values,pattern,f713c7e5a7cdee6f,e73bf143ed21d95a,NA,536642915,,NA,NA,1668037,rds,local,list,NA,,35.25,NA,NA
individual_splsda_run_ee476e7aa4fd6a4c,branch,7b22f0e16c58e00f,ae007ade51297ed9,e0fb6201a2e2d7d6,70924526,,2025-09-17T07:07:29Z,8b1b5b40a7590271,137477265,rds,local,list,individual_splsda_run,,2.354,Unknown or uninitialised column sr.,NA
individual_splsda_run_1595e1b54fdc451d,branch,404d907d5a86f204,ae007ade51297ed9,d89ad10618f33597,-2092176831,,2025-09-17T07:07:30Z,5e4af26aba687382,2817402,rds,local,list,individual_splsda_run,,0.044,Unknown or uninitialised column sr.,NA
individual_splsda_run_8294e2ba4fa15def,branch,b8e49d565e8fb4f3,ae007ade51297ed9,0d8927abfb553dd8,1491221387,,2025-09-17T07:07:30Z,8ed157e4d57b7058,2497136,rds,local,list,individual_splsda_run,,0.034,Unknown or uninitialised column sr.,NA
individual_splsda_run_00c699c4deabaa63,branch,d1f655bd063a5f7b,ae007ade51297ed9,c11dfe9c43fb0f00,376133668,,2025-09-17T07:07:32Z,3925ca6ab5d5dafe,28889084,rds,local,list,individual_splsda_run,,0.363,Unknown or uninitialised column sr.,NA
individual_splsda_run,pattern,a53d714eb0f69dbd,ae007ade51297ed9,NA,1094305504,,NA,NA,171680887,rds,local,list,NA,,2.795,NA,NA
individual_splsda_perf_plot,stem,99764657de722dba,97bfe82c9d564062,faa70b98062cc3ad,-190393485,,2025-09-17T07:07:33Z,141fd6fa40f1eb17,917878,rds,local,vector,NA,,1.063,NA,NA
individual_mad_plot,stem,007d896a3be1076c,b4b4ea3ecc2027b6,53f088c51a5b2075,1392652908,,2025-09-17T07:07:35Z,9d2843c17e48998c,8499963,rds,local,vector,NA,,0.062,NA,NA
mo_presel_unsupervised,stem,b6d78fcd7b8b9abd,8e287c83e745f973,1d17e9cc33bfea0d,-1255769625,,2025-09-17T07:07:59Z,9ccebecd8b140c59,195054063,rds,local,vector,NA,,0.186,NA,NA
mo_presel_supervised,stem,fa4cc7c304069f54,2b3b96c0f769d5f5,ea473113a76db9d7,68859819,,2025-09-17T07:08:23Z,25415c080d8fe4cb,195026442,rds,local,vector,NA,,0.258,NA,NA
mofa_input,stem,d33d2094ee385e94,e108266a116a12dc,a5f7a4542da02837,963917173,,2025-09-17T07:08:25Z,d74c7fbd3417ae04,3644750,rds,local,vector,NA,,0.415,NA,NA
diablo_input,stem,372aa8a3f54900d9,c47395eb138aa6bc,a5f7a4542da02837,1549706426,,2025-09-17T07:08:26Z,a048ed2eb626dd08,2504115,rds,local,vector,NA,,1.099,NA,NA
mofa_trained,stem,e81a540a2eb34cdd,40974a9289b50efc,837d38f7266bc183,-272570797,,2025-09-17T07:08:46Z,599549ddf0ba5da7,2631975,rds,local,vector,NA,,19.243,"No output filename provided. Using tmpRtmpkNqiDdmofa_20250917190826.hdf5 to store the trained model.. Factors 2, 3, 4, 6 are strongly correlated with the total number of expressed features for at least one of your omics. Such factors appear when there are differences in the total levels between your samples, sometimes because of poor normalisation in the preprocessing steps.",NA
diablo_pairs_datasets,stem,6cbea5692f85fc25,4e93ec147e129ac0,0c18a869a8927f56,-1814037753,,2025-09-17T07:08:46Z,f60312de00adb7c3,245,rds,local,vector,NA,,0,NA,NA
mofa_output,stem,45e36a8201704b52,0063842aac3afded,43bd74ad6bac64f4,1936044027,,2025-09-17T07:08:46Z,a35ad94a5894bf8f,1149385,rds,local,vector,NA,,0.372,NA,NA
diablo_pls_runs_list_58d688161a338600,branch,b3e19834223295e7,80f43e14e0773be9,0c18a869a8927f56,1196627301,,2025-09-17T07:08:47Z,6d73970a480dcd12,1719442,rds,local,list,diablo_pls_runs_list,,0.129,NA,NA
diablo_pls_runs_list_64090d98f36519a3,branch,0e6d8aa6c0c20b47,80f43e14e0773be9,0c18a869a8927f56,-1879389686,,2025-09-17T07:08:47Z,426b1aa17ba8d3f9,1699916,rds,local,list,diablo_pls_runs_list,,0.125,NA,NA
diablo_pls_runs_list_a15f00b32a01e731,branch,b69f6ceaf541800b,80f43e14e0773be9,0c18a869a8927f56,1464583812,,2025-09-17T07:08:47Z,323dbfc7bba1d6f8,1593768,rds,local,list,diablo_pls_runs_list,,0.123,NA,NA
diablo_pls_runs_list_0f87b31252f3c33f,branch,07ba82c6f785de20,80f43e14e0773be9,0c18a869a8927f56,1832055528,,2025-09-17T07:08:47Z,7513441f59626a2d,1148763,rds,local,list,diablo_pls_runs_list,,0.036,NA,NA
diablo_pls_runs_list_2ab64c913bcb3b19,branch,6366d119c3aa92c5,80f43e14e0773be9,0c18a869a8927f56,994064462,,2025-09-17T07:08:47Z,275548d1d249914c,1171733,rds,local,list,diablo_pls_runs_list,,0.038,NA,NA
diablo_pls_runs_list_807c536a324671b7,branch,a925614030bc0316,80f43e14e0773be9,0c18a869a8927f56,1557434074,,2025-09-17T07:08:48Z,a21580a3a2887402,1047363,rds,local,list,diablo_pls_runs_list,,0.02,NA,NA
diablo_pls_runs_list_213df9710df2b475,branch,1a11edc777fccab9,80f43e14e0773be9,0c18a869a8927f56,-155721945,,2025-09-17T07:08:48Z,ec1e10d2bf87db14,1065566,rds,local,list,diablo_pls_runs_list,,0.021,NA,NA
diablo_pls_runs_list_6f59d8473818045c,branch,109d15794e81812e,80f43e14e0773be9,0c18a869a8927f56,-46408576,,2025-09-17T07:08:48Z,579dbc08595e1262,1999245,rds,local,list,diablo_pls_runs_list,,0.123,NA,NA
diablo_pls_runs_list_ef86bdfee9593e34,branch,cdd6de698319f8c4,80f43e14e0773be9,0c18a869a8927f56,1860566270,,2025-09-17T07:08:48Z,810d965d1701eab2,1894715,rds,local,list,diablo_pls_runs_list,,0.128,NA,NA
diablo_pls_runs_list_f7aef4112beae854,branch,45d0f1c889331c59,80f43e14e0773be9,0c18a869a8927f56,-2010655999,,2025-09-17T07:08:48Z,f7e9832cf3d593dc,1445391,rds,local,list,diablo_pls_runs_list,,0.035,NA,NA
diablo_pls_runs_list_fb2a2138fe777e29,branch,c6d1dcf506563724,80f43e14e0773be9,0c18a869a8927f56,-893186342,,2025-09-17T07:08:48Z,ef88f4dd02b87368,1467338,rds,local,list,diablo_pls_runs_list,,0.038,NA,NA
diablo_pls_runs_list_fa1adb0f1e798338,branch,d539d23ef5e93e1f,80f43e14e0773be9,0c18a869a8927f56,-1326135146,,2025-09-17T07:08:49Z,49a9c629d4cb9dce,1332459,rds,local,list,diablo_pls_runs_list,,0.02,NA,NA
diablo_pls_runs_list_af29669437941c05,branch,f713d7f4867fef21,80f43e14e0773be9,0c18a869a8927f56,-1121140042,,2025-09-17T07:08:49Z,71fa4bdf9a73919f,1347988,rds,local,list,diablo_pls_runs_list,,0.022,NA,NA
diablo_pls_runs_list_2d205a96aa60c204,branch,13126057195e8ab6,80f43e14e0773be9,0c18a869a8927f56,-945593638,,2025-09-17T07:08:49Z,bae896039cccb824,1856032,rds,local,list,diablo_pls_runs_list,,0.121,NA,NA
diablo_pls_runs_list_2c66ae387f27bfd2,branch,8b63acc204d6cc40,80f43e14e0773be9,0c18a869a8927f56,642433386,,2025-09-17T07:08:49Z,3df320eac32b959f,1392629,rds,local,list,diablo_pls_runs_list,,0.033,NA,NA
