name,type,data,command,depend,seed,path,time,size,bytes,format,repository,iteration,parent,children,seconds,warnings,error
diablo_input,stem,cc463b19ac521c7a,7b351a280a10b1b7,60d1a371635fe48d,1549706426,,2025-09-08T04:03:34Z,95e06ab70b61fc67,882585,rds,local,vector,NA,,0.087,NA,NA
diablo_novarsel,stem,60f5adefe4362d4d,b9188f196509cb1e,60a13a05edf963df,705311443,,2025-09-08T04:19:55Z,eb2bba4ca33de979,1245711,rds,local,vector,NA,,1.141,NA,NA
diablo_optim_ncomp,stem,68b71d11e6fc910b,66220ed565365eee,2e5eee9a6db9dc0d,899378358,,2025-09-08T04:20:55Z,948ebae6388656f3,51,rds,local,vector,NA,,0,NA,NA
diablo_output,stem,a972cd3016268267,c3ebae17061181c7,64e0a79fac40f5bf,-30270449,,2025-09-08T04:54:27Z,1b50c510108d8408,49139,rds,local,vector,NA,,0.074,NA,NA
diablo_pairs_datasets,stem,ec6e6f523ab1e4dd,4e93ec147e129ac0,67416b44105a6399,-1814037753,,2025-09-08T04:05:16Z,ba51273727d9db07,90,rds,local,vector,NA,,0.001,NA,NA
diablo_perf_plot,stem,46224761ba4e8eff,903ad5c88de8ce7e,2e5eee9a6db9dc0d,796388713,,2025-09-08T04:20:55Z,7b2f3ee79bb227f1,1321784,rds,local,vector,NA,,0.063,NA,NA
diablo_perf_res,stem,be777c82f8226ce3,e11a3c04acb85d88,629862eb994e07a2,1376663471,,2025-09-08T04:20:55Z,25e7dfce0454df0e,1166774,rds,local,vector,NA,,59.013,NA,NA
diablo_pls_correlation_matrix,stem,99eda58b4f182c75,11709db5389e90a2,212273ad9aa5c3af,-1789797375,,2025-09-08T04:06:19Z,3a183e12cee9c69c,160,rds,local,vector,NA,,0.001,NA,NA
diablo_pls_runs_list,pattern,73979caf18f80cb4,80f43e14e0773be9,NA,937099432,,NA,NA,3257740,rds,local,list,NA,,0.153,NA,NA
diablo_pls_runs_list_02c769108b92a975,branch,59b4a61cefb4f7b0,80f43e14e0773be9,67416b44105a6399,35343926,,2025-09-08T04:05:54Z,4ba9915d5392f8a3,1183585,rds,local,list,diablo_pls_runs_list,,0.106,NA,NA
diablo_pls_runs_list_a7a6645669094d0b,branch,f441ca68ece3b8f1,80f43e14e0773be9,67416b44105a6399,1137414943,,2025-09-08T04:05:55Z,2aa9ad2304a5df9a,1778731,rds,local,list,diablo_pls_runs_list,,0.023,NA,NA
diablo_pls_runs_list_b7023bce5c983ac9,branch,5607b6b28929278a,80f43e14e0773be9,67416b44105a6399,1147531418,,2025-09-08T04:05:54Z,79970142d70fee4b,295424,rds,local,list,diablo_pls_runs_list,,0.024,NA,NA
diablo_tune_plot,stem,8d1d679a18408ff7,3c152b34e9e9736f,56dc20cb02eaed30,-70325726,,2025-09-08T04:54:27Z,9dfebc5316e4c50c,1310952,rds,local,vector,NA,,6.623,NA,NA
diablo_tune_res,stem,aaf5871ba15ff80a,3519ddf9e1bfb63a,4b9f405a817c70f8,256991223,,2025-09-08T04:54:20Z,ae95a25e368ed076,7630,rds,local,vector,NA,,2004.404,NA,NA
diablo_tune_table,stem,4567af4dd3d83523,3634240320959567,56dc20cb02eaed30,-1175912547,,2025-09-08T04:54:27Z,44ea8b179a7369a2,237,rds,local,vector,NA,,0.026,NA,NA
figure_methods_comparison,stem,059965e211b1f954,d92b965e4c2ce2a3,870f21c600502b81,-1947223927,,2025-09-12T02:46:54Z,e26efbd2e91a5366,38010142,rds,local,vector,NA,,15.226,NA,NA
figure_mofa_features,stem,7b088e3c8f18d4a4,2995778001d4890f,20492e90947537d8,1909958813,,2025-09-12T02:46:17Z,25e0f5a058a150e9,41064751,rds,local,vector,NA,,1.548,NA,NA
figure_pca_rnaseq,stem,2ce426c9d83281b1,f7e6f8be14af3725,1f2d0456b1a9d94e,-897435203,,2025-09-12T02:45:56Z,58d323cadf0f096b,20150615,rds,local,vector,NA,,6.649,NA,NA
figure_samples_score_integration,stem,bc106db4b67f2a2c,f1ee0b35ff098eab,4a19b0bc373e1b2f,2056061094,,2025-09-12T02:46:29Z,54f39368a3f4f1f1,44861780,rds,local,vector,NA,,0.319,NA,NA
fmetadata_file_geno,stem,86c85c747ae92c5a,0ea4cbb95e09aad9,2c530c1562a7fbd1,-1909126700,,2025-09-03T03:46:06Z,0c278df361f9f99f,1669543,file,local,vector,NA,,0.002,NA,NA
fmetadata_file_metabo,stem,a89fff885b3799da,2ed644c4fe0e409c,2c530c1562a7fbd1,1347066584,,2025-09-03T03:46:06Z,4e9655253ea0a147,13765,file,local,vector,NA,,0.001,NA,NA
fmetadata_file_transcripto,stem,9e77de6b71b404e1,5525204e953245ce,2c530c1562a7fbd1,1025385046,,2025-09-03T03:46:06Z,9e43950abaa10667,47182268,file,local,vector,NA,,0,NA,NA
fmetadata_geno,stem,d440af1affc6eb1c,07347c108fd4f827,bf8c768687424d13,-1813714187,,2025-09-08T03:23:24Z,f5b59995bcf4625d,411494,rds,local,vector,NA,,0.068,NA,NA
fmetadata_metabo,stem,03f452188f86936e,faee76221289fd94,4115134a47138cb8,-1101064187,,2025-09-08T03:23:21Z,b701bab97cb30e21,5457,rds,local,vector,NA,,0.842,NA,NA
fmetadata_transcripto,stem,3fe62d79fa812427,2f7c01d397b52e35,84bb48d2afd544b1,1960130919,,2025-09-08T03:23:50Z,0c03116e433e9454,869254,rds,local,vector,NA,,25.709,NA,NA
go_sets,stem,5a9874eefe2e461e,c4c80f90963c3b17,a0323f3321cc4ce1,-45554928,,2025-09-08T03:23:57Z,07d05c1c396f5137,318175,rds,local,vector,NA,,5.783,NA,NA
go_sets_check,stem,25d15e23bcb18abc,fd6906ec844a89d1,1710a1f4d423eda3,1265755150,,2025-09-08T04:03:04Z,fdc655b22da11a88,290,rds,local,vector,NA,,0.058,NA,NA
go_sets_filtered,stem,5a9874eefe2e461e,896c26dfcbd34bcd,0117023676097a7c,1261422552,,2025-09-08T03:26:40Z,07d05c1c396f5137,318175,rds,local,vector,NA,,0.056,NA,NA
go_sets_info,stem,b295d697bae8ffd8,f245650c40e18048,a0323f3321cc4ce1,998314380,,2025-09-08T03:23:57Z,5bb438b3df939eea,146001,rds,local,vector,NA,,0.005,NA,NA
individual_mad_plot,stem,407f25f5d4f22d57,b4b4ea3ecc2027b6,02cd855ebf9d6e93,1392652908,,2025-09-08T04:03:22Z,a8c77a0a39cec639,2500676,rds,local,vector,NA,,0.023,NA,NA
individual_mad_values,pattern,e3b240541c678853,e73bf143ed21d95a,NA,536642915,,NA,NA,470301,rds,local,list,NA,,7.512,NA,NA
individual_mad_values_46e38d1df625303e,branch,975228a5216f97ed,e73bf143ed21d95a,f96235b5d9645e71,-678855846,,2025-09-08T04:03:04Z,19dd79ceb20a353c,205961,rds,local,list,individual_mad_values,,3.47,NA,NA
individual_mad_values_b97f9dc0a5875d39,branch,46a274a2949365e5,e73bf143ed21d95a,b1ce512f104489e0,1632499006,,2025-09-08T04:03:01Z,35520f797553a68a,264340,rds,local,list,individual_mad_values,,4.042,NA,NA
individual_splsda_input,pattern,e43d0f07c15cfbea,25a75e273fa0af73,NA,1319484448,,NA,NA,19562163,rds,local,list,NA,,1.303,NA,NA
individual_splsda_input_5a729d1c66db8baa,branch,25f12d1098471034,25a75e273fa0af73,4f238ffc67dcc155,1065153645,,2025-09-08T03:26:37Z,e8512ffeb16b4a9b,17964904,rds,local,list,individual_splsda_input,,0.2,NA,NA
individual_splsda_input_f88b817dedec9c05,branch,0132b70a30cc154a,25a75e273fa0af73,4f238ffc67dcc155,101520623,,2025-09-08T03:26:39Z,0b18d3b602f65d92,1597259,rds,local,list,individual_splsda_input,,1.103,NA,NA
individual_splsda_perf,pattern,6bf0e254b3abea97,f6b3c683acd55f2c,NA,867058813,,NA,NA,1135939,rds,local,list,NA,,2176.283,NA,NA
individual_splsda_perf_782547ad94da4194,branch,5d23b49629fa2c93,f6b3c683acd55f2c,61a02a4a5480b28d,816845038,,2025-09-08T03:43:48Z,631c4f1d1274deda,570361,rds,local,list,individual_splsda_perf,,1028.126,NA,NA
individual_splsda_perf_c34ab0eca3a30184,branch,0ec74aeb9998f2c1,f6b3c683acd55f2c,5b171d86091da3b9,1043696303,,2025-09-08T04:02:56Z,ad9740bd95741095,565578,rds,local,list,individual_splsda_perf,,1148.157,NA,NA
individual_splsda_perf_plot,stem,63aab8421270be3f,97bfe82c9d564062,65617a973b430687,-190393485,,2025-09-08T04:03:05Z,a619be74859cedad,1349465,rds,local,vector,NA,,0.089,NA,NA
individual_splsda_run,pattern,616bb30e7cd2d824,ae007ade51297ed9,NA,1094305504,,NA,NA,44367214,rds,local,list,NA,,1.93,NA,NA
individual_splsda_run_596a3cc3720a8b25,branch,d1aa2a89083b5990,ae007ade51297ed9,2dd97530ee887fc4,-1896445659,,2025-09-08T04:03:10Z,f02c0e325dd88a41,4784427,rds,local,list,individual_splsda_run,,1.13,Unknown or uninitialised column sr.,NA
individual_splsda_run_c1d928ca243ca6d4,branch,e2bcc450dbd46f4e,ae007ade51297ed9,c934a501fca9245b,258880317,,2025-09-08T04:03:08Z,ae370a52da648edc,39582787,rds,local,list,individual_splsda_run,,0.8,Unknown or uninitialised column sr.,NA
mad_mat,pattern,eee8d1b0b4482a9c,7ca12cfa9304003b,NA,808428439,,NA,NA,12224657,rds,local,list,NA,,0.006,NA,NA
mad_mat_8f65d3ec97e20b6b,branch,6bc38572e71028b2,7ca12cfa9304003b,4f238ffc67dcc155,467841110,,2025-09-08T03:26:39Z,276763a17a4bba2e,10516529,rds,local,list,mad_mat,,0.003,NA,NA
mad_mat_c5eac13566c5f988,branch,912097f02038b4eb,7ca12cfa9304003b,4f238ffc67dcc155,673192686,,2025-09-08T03:26:40Z,05520577c0689076,1708128,rds,local,list,mad_mat,,0.003,NA,NA
mad_spec,stem,f4a7ceedb89bd99a,a913205618e9674d,2c530c1562a7fbd1,2143113597,,2025-09-08T03:23:14Z,2cbdbb0ff1663637,187,rds,local,group,NA,,1.598,NA,NA
make_composite_pca_plot,function,b44b257b14159363,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
make_integration_samples_score_plot,function,0d1ea2dbdf612ccb,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
make_integration_suppl_tables,function,9b4cda2ee9acdb0b,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
make_methods_comparison_plot,function,b9d13fc78c006cd4,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
make_mofa_enrichment_table,function,8a9d850e7c069d7e,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
make_mofa_features_plot,function,8c525cf5ecac432a,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
make_prefiltering_comparison_plot,function,937fe4e1984f0841,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
make_prefiltering_suppl_table,function,b4c9f121b7106447,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
mo_presel_supervised,stem,c40d7490e433db35,2b3b96c0f769d5f5,13cb5e4888a1f28e,68859819,,2025-09-08T04:03:33Z,b013558683556b54,64317592,rds,local,vector,NA,,0.082,NA,NA
mo_presel_unsupervised,stem,e7e555e290411d63,8e287c83e745f973,5f3f33535ebf4930,-1255769625,,2025-09-08T04:03:21Z,06cfd7b776564fa1,65640243,rds,local,vector,NA,,0.145,NA,NA
mo_set,stem,2bb7f19028f95f5e,db7c341d6a769995,6751fc6adef504e1,-887166839,,2025-09-08T03:24:08Z,8190fffb467b8166,36886576,rds,local,vector,NA,,0.078,NA,NA
mo_set_complete,stem,3ea0699594040bc8,0af3f3a1de27b8df,e25f180e196c480e,-1758091986,,2025-09-08T03:26:26Z,b789982c3e3c6daf,65628175,rds,local,vector,NA,,0.439,NA,NA
mo_set_de,stem,63391fd039afb8db,800fc9cb30891ca0,35b13505791b5b8c,1216758910,,2025-09-08T03:24:16Z,cd6a47e812f2dc64,37671982,rds,local,vector,NA,,0.125,NA,NA
mo_set_transformed,stem,6d87feb810933f4f,d37f159f101b1b9d,a2d8254e56609096,-116996292,,2025-09-08T03:24:43Z,9c732ee920e90356,57508476,rds,local,vector,NA,,0.271,NA,NA
mofa_enrichment_results,stem,43a1be56872f21d9,442191d9e021fc24,dc071fd96ac81865,-558335981,,2025-09-08T04:06:08Z,0b701988e772f85a,179690,rds,local,vector,NA,,13.703,NA,NA
mofa_input,stem,4123d08b4e05d78d,7b72f1cee160d365,60d1a371635fe48d,963917173,,2025-09-08T04:03:34Z,c311958546f59d9e,874299,rds,local,vector,NA,,0.128,"Dataset snps is to be modelled with a poisson likelihood, but is not integer. Transforming to integer.",NA
mofa_output,stem,fab846ba152ef971,0063842aac3afded,702baadda8614cb3,1936044027,,2025-09-08T04:05:18Z,eeb05b18a09a7848,523975,rds,local,vector,NA,,0.147,NA,NA
mofa_trained,stem,50cfec623eeb4f8e,40974a9289b50efc,85bb7e831fdc408f,-272570797,,2025-09-08T04:05:11Z,655684e3c6fe1208,1005040,rds,local,vector,NA,,3.646,"No output filename provided. Using tmpRtmpiHDowHmofa_20250908160507.hdf5 to store the trained model.. Factors 1 are strongly correlated with the total number of expressed features for at least one of your omics. Such factors appear when there are differences in the total levels between your samples, sometimes because of poor normalisation in the preprocessing steps.",NA
mofa_unsupervised_input,stem,b21d6841fbaee875,98cbdeebeb28359a,b2edfd39b92631c8,-535130509,,2025-09-08T04:03:34Z,fd3e9486d3d60cfb,1861006,rds,local,vector,NA,,0.475,"Dataset snps is to be modelled with a poisson likelihood, but is not integer. Transforming to integer.. Some views have a lot of features, it is recommended to perform a more stringent feature selection before creating the MOFA object....",NA
mofa_unsupervised_output,stem,0b51822e7900fbcc,52335721c6104880,aa480ccab37b56a1,-2127309589,,2025-09-08T04:05:18Z,ed241fbb6f78fa69,3341612,rds,local,vector,NA,,0.773,NA,NA
mofa_unsupervised_trained,stem,49c7fb8ee3476f10,8558ce365f804ab7,9813a9b59bd5ebfc,1850306162,,2025-09-08T04:05:07Z,d82a7da268a6c3d5,2868298,rds,local,vector,NA,,91.4,"No output filename provided. Using tmpRtmpiHDowHmofa_20250908160334.hdf5 to store the trained model.. Factors 1 are strongly correlated with the total number of expressed features for at least one of your omics. Such factors appear when there are differences in the total levels between your samples, sometimes because of poor normalisation in the preprocessing steps.",NA
omicspls_input,stem,3c30ac38b9152028,e47306faaef75e60,60d1a371635fe48d,1915928182,,2025-09-08T04:03:34Z,90ca599fdf668d6d,958253,rds,local,vector,NA,,0.006,NA,NA
output_list,stem,0b2ab6e5d1348ac4,94ff5357520114da,4208a7e3e0acf6af,-1994914985,,2025-09-08T04:54:27Z,8e366a796e87dabd,623219,rds,local,vector,NA,,0,NA,NA
output_list_mofa,stem,a47ab425737e7eb0,0165577d8430cad6,fa633260f18f0249,1871709205,,2025-09-08T04:06:09Z,12b8fabdd89e7ccc,3871302,rds,local,vector,NA,,0,NA,NA
pca_mats_list,pattern,7034d8fa54e412cd,000fe7337ed2dea6,NA,931920226,,NA,NA,12160183,rds,local,list,NA,,0.007,NA,NA
pca_mats_list_086bad2e67269bd8,branch,4ebf9afd5afd438c,000fe7337ed2dea6,4302a97b1b391124,1008755393,,2025-09-08T03:25:19Z,1d78e0b7a7a963cb,27016,rds,local,list,pca_mats_list,,0.001,NA,NA
pca_mats_list_ed67be497c990c26,branch,79149c8098f1a3a0,000fe7337ed2dea6,4302a97b1b391124,1497200200,,2025-09-08T03:25:18Z,a3add2c71adf3f78,1616638,rds,local,list,pca_mats_list,,0.001,NA,NA
pca_mats_list_f1fdfae5bd5916e7,branch,6bc38572e71028b2,000fe7337ed2dea6,4302a97b1b391124,79559401,,2025-09-08T03:25:19Z,276763a17a4bba2e,10516529,rds,local,list,pca_mats_list,,0.005,NA,NA
pca_runs_list,pattern,13794ded47f7f834,bcea09e599b1237f,NA,-2115717443,,NA,NA,23672828,rds,local,list,NA,,53.495,NA,NA
pca_runs_list_0f7e09923ceffe54,branch,b7246062481b156f,bcea09e599b1237f,bba00c1087b69071,505453296,,2025-09-08T03:26:14Z,bd3124a7563ad35e,19877574,rds,local,list,pca_runs_list,,3.529,NA,NA
pca_runs_list_4ae05471bfd9d188,branch,6f5d34ce0773006e,bcea09e599b1237f,f62104d910a7b413,-1930719882,,2025-09-08T03:26:10Z,dd1805982f3ffef4,3746138,rds,local,list,pca_runs_list,,49.944,NA,NA
pca_runs_list_e7d315f2bba48cc3,branch,2d1473c832793cc0,bcea09e599b1237f,a37d8d005543cba1,-1230142327,,2025-09-08T03:26:14Z,e9030f516de029b3,49116,rds,local,list,pca_runs_list,,0.022,NA,NA
rnaseq_de_res_df,stem,7549589064a4dde5,c82295d630bce977,08c2fb394a3a5e3d,2110520982,,2025-09-08T03:23:21Z,941c6d71cba24780,761484,rds,local,vector,NA,,0.075,NA,NA
rnaseq_de_res_file,stem,8dde7f026ba73b81,194871328b6ccc9b,2c530c1562a7fbd1,253178758,,2025-09-03T03:46:06Z,4e712d6e6c27cf0c,2531122,file,local,vector,NA,,0.003,NA,NA
rnaseq_go_df,stem,d4d5a76b5fc2e35f,571a2b793fa5e667,a552f18bb20f9707,-224768954,,2025-09-08T03:23:25Z,10c8850dcf44c5d2,943166,rds,local,vector,NA,,0.183,NA,NA
rnaseq_go_terms_file,stem,897b492d8e7badfb,e19520c86dac11fc,2c530c1562a7fbd1,-1431666115,,2025-09-03T03:46:06Z,ca0f8cd95ba53438,14795612,file,local,vector,NA,,0.003,NA,NA
set_geno,stem,df361accf79bc8f1,5a674d4b865095c1,dfaaf8e27e8ef7d5,-1121373647,,2025-09-08T03:24:01Z,b4571c1ee02e8be4,2174736,rds,local,vector,NA,,0.08,"5 samples in samples metadata not in dataset, will be removed from metadata.",NA
set_metabo,stem,a9a98f0cd5b5c01c,20912feb4e728ca5,5eb265190016d172,688543967,,2025-09-08T03:24:00Z,3d9f2f55a6465cb3,29761,rds,local,vector,NA,,0.061,"5 samples in samples metadata not in dataset, will be removed from metadata.",NA
set_transcripto,stem,dcbbfd5137e8c3dc,76e2c2adef095e92,ed86d4d58827dbc9,996557160,,2025-09-08T03:23:59Z,52773df3d7bf4bc1,7190796,rds,local,vector,NA,,0.098,"7272 features in feature metadata not in dataset, will be removed from metadata.. 1 samples in samples metadata not in dataset, will be removed from metadata.",NA
smetadata_all,stem,d44faf48bd63c2d9,d18229032d9021fc,8ac5f333f2c76b10,-1545489823,,2025-09-08T03:23:50Z,9de5af3f6d46a615,4516,rds,local,vector,NA,,0.052,NA,NA
smetadata_file_all,stem,70041c5b25c49219,43763880318e0764,2c530c1562a7fbd1,-715721292,,2025-09-03T03:46:06Z,4f3a9ff818b378bf,7964,file,local,vector,NA,,0,NA,NA
so2pls_cv,stem,d9cb29b094f064c1,c063b690c5835806,24e8688f6a9f887a,1964522467,,2025-09-08T04:05:54Z,4e57ded2a1f37ba3,408,rds,local,vector,NA,,1.312,NA,NA
so2pls_cv_adj,stem,2bf7e96f0113e209,ee51f5fd2bea0211,2c44f649d402ee10,196562542,,2025-09-08T04:05:16Z,dd66d882a22b8d8e,244,rds,local,vector,NA,,5.507,NA,NA
so2pls_cv_adj_plot,stem,3c8fa356e1708020,c4e3379b494f884d,9920e68ff9d16284,415529877,,2025-09-08T04:05:54Z,b5c4948ba8870dfb,186791,rds,local,vector,NA,,0.163,NA,NA
so2pls_cv_adj_res,stem,aa8f6bf2c7d0c81c,66575ad573c4ff1a,9920e68ff9d16284,-1856789123,,2025-09-08T04:05:54Z,ba51273727d9db07,90,rds,local,vector,NA,,0,NA,NA
so2pls_cv_plot,stem,ad51e2026a74ec83,8600109cf92d970f,88134fb24b8a7d58,1312042324,,2025-09-08T04:06:19Z,241cc838b850066d,222838,rds,local,vector,NA,,0.035,NA,NA
so2pls_cv_res,stem,ed1f674ba6c2f0fc,21e9015185beba2e,88134fb24b8a7d58,1022113758,,2025-09-08T04:06:18Z,2b07dbd8c37abf3d,86,rds,local,vector,NA,,0.015,NA,NA
so2pls_cv_sparsity,stem,6c56d521b89b56f3,cdc90fdd671e1090,d51afca2e72f6915,1716185601,,2025-09-08T04:19:54Z,bddc8be94d1d814d,1996,rds,local,vector,NA,,15.195,NA,NA
so2pls_cv_sparsity_plot,stem,d790d758c7be05c5,118ffaad6aee88c4,440e07ba79fe0352,-1367529300,,2025-09-08T04:19:54Z,b32f88eed700e9d7,246401,rds,local,vector,NA,,0.067,NA,NA
so2pls_cv_sparsity_res,stem,a5c025226f00620d,bab3870b6075de71,440e07ba79fe0352,1770556823,,2025-09-08T04:19:54Z,402e589872025b0a,147,rds,local,vector,NA,,0,NA,NA
so2pls_cv_sparsity_table,stem,61d8dcf78ea6017d,a7056690d95ab7f2,9b57a86cd99204c7,-1060572116,,2025-09-08T04:19:56Z,f97768c55a2d1ab0,215,rds,local,vector,NA,,0.019,NA,NA
so2pls_final_run,stem,dc73896fb0053952,400211f520725e12,29650c7d1f39bed9,-1936920993,,2025-09-08T04:19:56Z,c9ab637786b530aa,47370,rds,local,vector,NA,,0.086,NA,NA
so2pls_output,stem,f85b55625021028d,244b71dee93356ad,ceeb3061e319c55f,-867950963,,2025-09-08T04:20:55Z,228a729456423236,36489,rds,local,vector,NA,,0.113,NA,NA
spls_final_run,stem,c0c9d42061bba987,1be98cf3f490cddd,4a46290b4f7c169b,-1188130024,,2025-09-08T04:19:54Z,10b1fde6966ad220,1829657,rds,local,vector,NA,,0.044,NA,NA
spls_input,stem,221522bc0d02336e,729f382b32738c50,60d1a371635fe48d,867398988,,2025-09-08T04:03:34Z,5d51848d0a191da9,835462,rds,local,vector,NA,,0.035,NA,NA
spls_novarsel,stem,eacccc20515bc950,909f6ef96a02e2dc,cf52c6df397d021d,-731466536,,2025-09-08T04:05:11Z,421b0be1b209becc,1911549,rds,local,vector,NA,,0.128,NA,NA
spls_optim_ncomp,stem,b5097ebbd9357dfa,ec22e2c7c8f3a54f,acf2f281257c85da,420219866,,2025-09-08T04:06:18Z,4b5db3c5a8219e22,50,rds,local,vector,NA,,0,NA,NA
spls_output,stem,3d51a54a28354d1c,6899456a8dc8d238,aa1c99ef33899747,448310567,,2025-09-08T04:19:55Z,51ac4815325cbb7e,10356,rds,local,vector,NA,,0.054,NA,NA
spls_perf_plot,stem,f1cb8124c8e38f6d,f93234863fd45c2f,acf2f281257c85da,1536379239,,2025-09-08T04:06:18Z,0fe17e22b97c7964,3005104,rds,local,vector,NA,,0.018,NA,NA
spls_perf_res,stem,5a5225afd909ad2b,bc79f45f0329a117,890aead2ba6c3c8e,672437388,,2025-09-08T04:05:52Z,493c99e219ff4d50,2366861,rds,local,vector,NA,,34.52,NA,NA
spls_table_optim_keepX,function,7ab8ec221a06712e,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
spls_tune_plot,stem,0d74576bea0de905,26058628902f7d5b,469c70f764b10115,1418229458,,2025-09-08T04:19:54Z,46315c433b92b117,422182,rds,local,vector,NA,,0.028,NA,NA
spls_tune_res,stem,15c18025be556431,132e4f0019e8dcaf,fd1ccfef4cf1a8bf,146489066,,2025-09-08T04:19:38Z,6f666db5dd7fae8c,204397,rds,local,vector,NA,,794.59,NA,NA
spls_tune_table,stem,8c605624729a3d41,9efca8b711864dca,a2642765a6eb0935,1738360990,,2025-09-08T04:19:54Z,7c549b96d24a0a01,221,rds,local,vector,NA,,0.011,NA,NA
splsda_spec,stem,ec1e303763db50c3,b5e11a1782d5ff6e,2c530c1562a7fbd1,1619589238,,2025-09-08T03:23:14Z,2b142edbc17bd98c,214,rds,local,group,NA,,0.005,NA,NA
status_colors,object,10fd1789c9064bc6,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
suppl_figure_consensus_metrics,stem,9bf5436e9cc47802,01cf1521468fd575,2c530c1562a7fbd1,-2038863540,,2025-09-08T03:23:16Z,62027c3a69875b0a,493936,rds,local,vector,NA,,1.008,NA,NA
suppl_figure_pca_metabo,stem,778abef950a3de3d,59ca2583ec1201e8,1f2d0456b1a9d94e,1650876595,,2025-09-12T02:46:04Z,06b895eedad0ec62,319089,rds,local,vector,NA,,3.437,NA,NA
suppl_figure_pca_snps,stem,db39b5b1ad3a6e06,37bc6625c577293a,1f2d0456b1a9d94e,-1537381565,,2025-09-12T02:46:00Z,cae20f8fab6b0571,4015824,rds,local,vector,NA,,3.146,NA,NA
suppl_figure_prefiltering_comparison,stem,eeb23984d50c8b81,53074b57ec12711d,e7fa1864b71e4bd0,1135853431,,2025-09-08T04:06:24Z,2b70bf7a8aa60e0a,2807253,rds,local,vector,NA,,4.619,NA,NA
suppl_figure_upset,stem,38928e66732ed625,29b3d637f3ae2b99,3e48a304c83a78e8,93379266,,2025-09-08T03:24:17Z,c4e211192a34b4b6,6396,rds,local,vector,NA,,0.728,NA,NA
suppl_table_prefiltering,stem,18215b3449837183,ea07b27d762b8955,26d7cf15c60867ba,56030422,,2025-09-08T04:03:34Z,10157590e65033f8,171369,rds,local,vector,NA,,0.038,NA,NA
suppl_tables_integration,stem,268edd8c0d51caf6,df50420bc0f2394b,4fb0b601487694a1,2056708010,,2025-09-08T04:54:28Z,36de82e82378dc6a,3958252,rds,local,vector,NA,,0,NA,NA
table_mofa_enrichment,stem,94f5000b1953feb0,bdf3469ebd6929e3,1e04223189a48773,-1959790131,,2025-09-08T04:06:19Z,9bdc275d448ae2fa,472,rds,local,vector,NA,,0.005,NA,NA
